"","gene","TAD"
"ATG14","ATG14","TAD_1701"
"ATG2A","ATG2A","TAD_1771"
"ATG2B","ATG2B","TAD_832"
"ATG4D;MIR1238","ATG4D;MIR1238","TAD_3292"
"ATG9B","ATG9B","TAD_111"
"ATHL1","ATHL1","TAD_2238"
"ATL1","ATL1","TAD_3120"
"ATL3","ATL3","TAD_1360"
"ATM","ATM","TAD_2724"
"ATOH8","ATOH8","TAD_3338"
"ATP10A","ATP10A","TAD_2093"
"ATP10D","ATP10D","TAD_467"
"ATP11B","ATP11B","TAD_1656"
"ATP13A3","ATP13A3","TAD_2136"
"ATP1A2","ATP1A2","TAD_1599"
"ATP1B1","ATP1B1","TAD_2282"
"ATP1B3","ATP1B3","TAD_766"
"ATP2A3","ATP2A3","TAD_2294"
"ATP2B3","ATP2B3","TAD_910"
"ATP2B4;U42379","ATP2B4;U42379","TAD_3082"
"ATP5C1","ATP5C1","TAD_2820"
"ATP5E","ATP5E","TAD_551"
"ATP5EP2","ATP5EP2","TAD_2367"
"ATP5G1","ATP5G1","TAD_2328"
"ATP5G2","ATP5G2","TAD_1690"
"ATP5G3","ATP5G3","TAD_816"
"ATP5H","ATP5H","TAD_1261"
"ATP5J","ATP5J","TAD_136"
"ATP5L","ATP5L","TAD_245"
"ATP6AP1","ATP6AP1","TAD_1595"
"ATP6V0A1","ATP6V0A1","TAD_1107"
"ATP6V0A2","ATP6V0A2","TAD_1151"
"ATP6V0B","ATP6V0B","TAD_1937"
"ATP6V0D1","ATP6V0D1","TAD_597"
"ATP6V1A","ATP6V1A","TAD_1994"
"ATP6V1B1","ATP6V1B1","TAD_1424"
"ATP6V1C1","ATP6V1C1","TAD_2866"
"ATP6V1E1","ATP6V1E1","TAD_2994"
"ATP6V1E2","ATP6V1E2","TAD_1771"
"ATP6V1F","ATP6V1F","TAD_679"
"ATP6V1G2","ATP6V1G2","TAD_2091"
"ATP7A","ATP7A","TAD_657"
"ATP7B","ATP7B","TAD_3038"
"ATP8B2","ATP8B2","TAD_2136"
"ATP8B3","ATP8B3","TAD_1832"
"ATPAF2","ATPAF2","TAD_1609"
"ATPBD4","ATPBD4","TAD_1921"
"ATR","ATR","TAD_2643"
"ATRIP","ATRIP","TAD_201"
"ATRN","ATRN","TAD_1921"
"ATRX","ATRX","TAD_3274"
"ATXN1L","ATXN1L","TAD_910"
"ATXN2","ATXN2","TAD_2551"
"ATXN7L2","ATXN7L2","TAD_1499"
"ATXN7L3B","ATXN7L3B","TAD_169"
"AUH","AUH","TAD_220"
"AUP1","AUP1","TAD_2839"
"AURKAIP1","AURKAIP1","TAD_2212"
"AURKB","AURKB","TAD_725"
"AURKC","AURKC","TAD_1978"
"AX721193","AX721193","TAD_2856"
"AX721280","AX721280","TAD_2607"
"AX746599","AX746599","TAD_142"
"AX746605","AX746605","TAD_1668"
"AX746683","AX746683","TAD_1688"
"AX746699","AX746699","TAD_2828"
"AX746719","AX746719","TAD_1136"
"AX746734","AX746734","TAD_2439"
"AX746755","AX746755","TAD_1107"
"AX746787","AX746787","TAD_52"
"AX746823","AX746823","TAD_1941"
"AX746834","AX746834","TAD_2217"
"AX746839","AX746839","TAD_157"
"AX746887","AX746887","TAD_555"
"AX746944;MTX3","AX746944;MTX3","TAD_254"
"AX746968","AX746968","TAD_75"
"AX747003;SMUG1","AX747003;SMUG1","TAD_1358"
"AX747064","AX747064","TAD_3689"
"AX747067","AX747067","TAD_415"
"AX747081","AX747081","TAD_949"
"AX747104","AX747104","TAD_1780"
"AX747119","AX747119","TAD_2978"
"AX747140","AX747140","TAD_217"
"AX747189","AX747189","TAD_593"
"AX747191","AX747191","TAD_777"
"AX747193","AX747193","TAD_2551"
"AX747213","AX747213","TAD_1325"
"AX747227","AX747227","TAD_855"
"AX747238","AX747238","TAD_1954"
"AX747269","AX747269","TAD_1582"
"AX747375;BC024306","AX747375;BC024306","TAD_3688"
"AX747384","AX747384","TAD_3338"
"AX747393","AX747393","TAD_492"
"AX747401","AX747401","TAD_2528"
"AX747405","AX747405","TAD_1580"
"AX747408","AX747408","TAD_2132"
"AX747413","AX747413","TAD_849"
"AX747521","AX747521","TAD_3485"
"AX747544","AX747544","TAD_3270"
"AX747547","AX747547","TAD_3332"
"AX747554;PLEKHA6","AX747554;PLEKHA6","TAD_271"
"AX747577","AX747577","TAD_2083"
"AX747594","AX747594","TAD_2833"
"AX747619;AK310237","AX747619;AK310237","TAD_313"
"AX747648","AX747648","TAD_1672"
"AX747652","AX747652","TAD_1527"
"AX747658","AX747658","TAD_2746"
"AX747676","AX747676","TAD_1692"
"AX747706","AX747706","TAD_1260"
"AX747742","AX747742","TAD_52"
"AX747750","AX747750","TAD_1265"
"AX747752","AX747752","TAD_2428"
"AX747754","AX747754","TAD_3533"
"AX747766","AX747766","TAD_2786"
"AX747775","AX747775","TAD_940"
"AX747817;SMTN","AX747817;SMTN","TAD_2837"
"AX747826","AX747826","TAD_2776"
"AX747828","AX747828","TAD_710"
"AX747864;C3orf32","AX747864;C3orf32","TAD_1499"
"AX747913","AX747913","TAD_2246"
"AX747952","AX747952","TAD_1099"
"AX748020","AX748020","TAD_1484"
"AX748119;PTK7","AX748119;PTK7","TAD_2399"
"AX748120","AX748120","TAD_769"
"AX748201","AX748201","TAD_278"
"AX748204","AX748204","TAD_1028"
"AX748210","AX748210","TAD_2217"
"AX748233","AX748233","TAD_683"
"AX748239","AX748239","TAD_1161"
"AX748273","AX748273","TAD_1681"
"AX748287","AX748287","TAD_1284"
"AX748312","AX748312","TAD_1217"
"AX748313","AX748313","TAD_3244"
"AX748340","AX748340","TAD_3676"
"AX748362","AX748362","TAD_2345"
"AX748371","AX748371","TAD_1482"
"AX748388","AX748388","TAD_1000"
"AX748411","AX748411","TAD_1703"
"AX748417","AX748417","TAD_2498"
"AX748420","AX748420","TAD_2498"
"AX748428","AX748428","TAD_834"
"AXIN1","AXIN1","TAD_2194"
"AXL","AXL","TAD_2587"
"AY927499","AY927499","TAD_1701"
"AY940074","AY940074","TAD_2697"
"AZI1","AZI1","TAD_1584"
"AZU1","AZU1","TAD_898"
"B3GALT6","B3GALT6","TAD_2136"
"B3GAT3","B3GAT3","TAD_2554"
"B3GNT4","B3GNT4","TAD_1057"
"B3GNT5","B3GNT5","TAD_1127"
"B3GNT6","B3GNT6","TAD_1064"
"B3GNT9","B3GNT9","TAD_213"
"B3GNTL1","B3GNTL1","TAD_3108"
"B4GALNT1","B4GALNT1","TAD_756"
"B4GALNT4","B4GALNT4","TAD_582"
"B4GALT2","B4GALT2","TAD_1947"
"B7H6","B7H6","TAD_425"
"B9D1","B9D1","TAD_2990"
"BAD","BAD","TAD_2320"
"BAG2","BAG2","TAD_2316"
"BAG4","BAG4","TAD_145"
"BAHD1","BAHD1","TAD_210"
"BAI1","BAI1","TAD_1110"
"BAI2","BAI2","TAD_1742"
"BAIAP2","BAIAP2","TAD_1689"
"BAIAP2L2","BAIAP2L2","TAD_1698"
"BAIAP3","BAIAP3","TAD_1731"
"BAK1","BAK1","TAD_1994"
"BANK1","BANK1","TAD_1360"
"BAP1","BAP1","TAD_2210"
"BATF2","BATF2","TAD_3416"
"BATF3","BATF3","TAD_3366"
"BAX","BAX","TAD_1501"
"BAZ1A","BAZ1A","TAD_2724"
"BAZ2B","BAZ2B","TAD_862"
"BBIP1","BBIP1","TAD_280"
"BBS1","BBS1","TAD_2695"
"BBS10","BBS10","TAD_3564"
"BBS2","BBS2","TAD_1595"
"BBS5","BBS5","TAD_763"
"BBX","BBX","TAD_954"
"BC002534","BC002534","TAD_777"
"BC005081","BC005081","TAD_141"
"BC005905","BC005905","TAD_1701"
"BC007100","BC007100","TAD_124"
"BC007817","BC007817","TAD_1909"
"BC009467","BC009467","TAD_252"
"BC009735","BC009735","TAD_3043"
"BC009838","BC009838","TAD_3342"
"BC010030","BC010030","TAD_2191"
"BC010168","BC010168","TAD_777"
"BC010924","BC010924","TAD_3089"
"BC011243","BC011243","TAD_2276"
"BC011648","BC011648","TAD_3111"
"BC012193","BC012193","TAD_3249"
"BC013229;BC040935","BC013229;BC040935","TAD_2013"
"BC013821","BC013821","TAD_617"
"BC014180","BC014180","TAD_2191"
"BC015383","BC015383","TAD_779"
"BC016656","BC016656","TAD_593"
"BC017214","BC017214","TAD_1655"
"BC017818","BC017818","TAD_2643"
"BC018779","BC018779","TAD_2367"
"BC018887;RAVER1","BC018887;RAVER1","TAD_2192"
"BC022047","BC022047","TAD_3232"
"BC022468","BC022468","TAD_1061"
"BC022892","BC022892","TAD_1158"
"BC023201","BC023201","TAD_678"
"BC023568","BC023568","TAD_1906"
"BC023651","BC023651","TAD_3676"
"BC024732","BC024732","TAD_1837"
"BC026354","BC026354","TAD_821"
"BC029255","BC029255","TAD_171"
"BC030152","BC030152","TAD_1618"
"BC030525","BC030525","TAD_208"
"BC031638","BC031638","TAD_2217"
"BC031876","BC031876","TAD_1015"
"BC031979","BC031979","TAD_1636"
"BC032117","BC032117","TAD_2738"
"BC032795","BC032795","TAD_1206"
"BC032911","BC032911","TAD_157"
"BC033528","BC033528","TAD_3546"
"BC033560","BC033560","TAD_474"
"BC033949","BC033949","TAD_725"
"BC033961","BC033961","TAD_201"
"BC033983","BC033983","TAD_178"
"BC034268","BC034268","TAD_855"
"BC034929","BC034929","TAD_2636"
"BC035052","BC035052","TAD_2998"
"BC035084","BC035084","TAD_492"
"BC035094","BC035094","TAD_3329"
"BC035096","BC035096","TAD_122"
"BC035106","BC035106","TAD_1618"
"BC035465","BC035465","TAD_496"
"BC035647","BC035647","TAD_512"
"BC036195","BC036195","TAD_2833"
"BC036209","BC036209","TAD_1524"
"BC036361","BC036361","TAD_2738"
"BC036404","BC036404","TAD_1265"
"BC036441","BC036441","TAD_1632"
"BC036442","BC036442","TAD_851"
"BC036850","BC036850","TAD_2274"
"BC037540","BC037540","TAD_791"
"BC037783;LOC100505854","BC037783;LOC100505854","TAD_1291"
"BC037833","BC037833","TAD_3223"
"BC037861","BC037861","TAD_238"
"BC038201","BC038201","TAD_492"
"BC038210","BC038210","TAD_1682"
"BC038211","BC038211","TAD_3464"
"BC038382;DCHS1","BC038382;DCHS1","TAD_3381"
"BC038442","BC038442","TAD_3067"
"BC038455","BC038455","TAD_557"
"BC038464","BC038464","TAD_2283"
"BC038541","BC038541","TAD_2034"
"BC039122","BC039122","TAD_622"
"BC039356","BC039356","TAD_1582"
"BC039399","BC039399","TAD_974"
"BC039424","BC039424","TAD_240"
"BC039455","BC039455","TAD_2060"
"BC039500","BC039500","TAD_1167"
"BC039524","BC039524","TAD_1310"
"BC039537","BC039537","TAD_3304"
"BC039553","BC039553","TAD_1135"
"BC039681","BC039681","TAD_2874"
"BC039686","BC039686","TAD_3629"
"BC040208","BC040208","TAD_3307"
"BC040333","BC040333","TAD_1036"
"BC040577","BC040577","TAD_851"
"BC040637","BC040637","TAD_719"
"BC040684","BC040684","TAD_2084"
"BC040700","BC040700","TAD_1783"
"BC040735","BC040735","TAD_1499"
"BC040833","BC040833","TAD_934"
"BC040901","BC040901","TAD_2399"
"BC041007","BC041007","TAD_1424"
"BC041030","BC041030","TAD_2886"
"BC041347","BC041347","TAD_1440"
"BC041466","BC041466","TAD_1992"
"BC042024","BC042024","TAD_1610"
"BC042052","BC042052","TAD_515"
"BC042140","BC042140","TAD_3225"
"BC042372","BC042372","TAD_1441"
"BC042374","BC042374","TAD_1006"
"BC042448","BC042448","TAD_2434"
"BC042825","BC042825","TAD_259"
"BC042955;AK056351","BC042955;AK056351","TAD_1499"
"BC043205","BC043205","TAD_3331"
"BC043227","BC043227","TAD_61"
"BC043257","BC043257","TAD_1127"
"BC043601","BC043601","TAD_1906"
"BC043649","BC043649","TAD_1993"
"BC044596","BC044596","TAD_1524"
"BC044606","BC044606","TAD_2751"
"BC044934","BC044934","TAD_2072"
"BC045559","BC045559","TAD_710"
"BC045560","BC045560","TAD_1649"
"BC045656","BC045656","TAD_3478"
"BC045725","BC045725","TAD_175"
"BC045767","BC045767","TAD_1917"
"BC045779","BC045779","TAD_1057"
"BC045790;PIK3CB","BC045790;PIK3CB","TAD_860"
"BC046476","BC046476","TAD_1581"
"BC046497","BC046497","TAD_1963"
"BC047307","BC047307","TAD_2462"
"BC047364","BC047364","TAD_1261"
"BC047484","BC047484","TAD_1690"
"BC047513","BC047513","TAD_802"
"BC047540","BC047540","TAD_3625"
"BC047609","BC047609","TAD_1148"
"BC047625","BC047625","TAD_777"
"BC047644","BC047644","TAD_679"
"BC047651","BC047651","TAD_1484"
"BC047723","BC047723","TAD_87"
"BC048113","BC048113","TAD_2267"
"BC048132","BC048132","TAD_3485"
"BC048141","BC048141","TAD_1418"
"BC048427","BC048427","TAD_1649"
"BC048998","BC048998","TAD_1997"
"BC049825","BC049825","TAD_540"
"BC050301","BC050301","TAD_607"
"BC050344","BC050344","TAD_1240"
"BC051736","BC051736","TAD_2504"
"BC053669","BC053669","TAD_1052"
"BC053935","BC053935","TAD_794"
"BC061632","BC061632","TAD_1787"
"BC062763","BC062763","TAD_2178"
"BC062769","BC062769","TAD_85"
"BC063441","BC063441","TAD_1029"
"BC063600","BC063600","TAD_1407"
"BC063675","BC063675","TAD_3012"
"BC064137","BC064137","TAD_625"
"BC067244","BC067244","TAD_2684"
"BC067268","BC067268","TAD_1584"
"BC068095","BC068095","TAD_3622"
"BC069047","BC069047","TAD_1128"
"BC069212","BC069212","TAD_468"
"BC069257;SPOCD1","BC069257;SPOCD1","TAD_2684"
"BC069782","BC069782","TAD_3141"
"BC071770","BC071770","TAD_1181"
"BC071809","BC071809","TAD_1358"
"BC073817","BC073817","TAD_2418"
"BC073899","BC073899","TAD_2278"
"BC073928","BC073928","TAD_3271"
"BC079832","BC079832","TAD_213"
"BC080535","BC080535","TAD_540"
"BC084561","BC084561","TAD_1783"
"BC092452","BC092452","TAD_312"
"BC094703;AK091102","BC094703;AK091102","TAD_218"
"BC094873","BC094873","TAD_849"
"BC094874","BC094874","TAD_111"
"BC095475","BC095475","TAD_3678"
"BC105019","BC105019","TAD_254"
"BC112312","BC112312","TAD_703"
"BC113076","BC113076","TAD_2462"
"BC114455","BC114455","TAD_2684"
"BC125159","BC125159","TAD_2170"
"BC127858","BC127858","TAD_528"
"BC131755","BC131755","TAD_3043"
"BC131773","BC131773","TAD_2964"
"BC132896","BC132896","TAD_462"
"BC136808","BC136808","TAD_150"
"BC140723","BC140723","TAD_392"
"BC144457","BC144457","TAD_2826"
"BC146941","BC146941","TAD_1652"
"BC150535","BC150535","TAD_1204"
"BCAM","BCAM","TAD_2736"
"BCAN","BCAN","TAD_83"
"BCAR3","BCAR3","TAD_1295"
"BCAS2","BCAS2","TAD_475"
"BCAT2","BCAT2","TAD_3110"
"BCDIN3D","BCDIN3D","TAD_1203"
"BCKDHB","BCKDHB","TAD_3650"
"BCKDK","BCKDK","TAD_492"
"BCL11A","BCL11A","TAD_2738"
"BCL11B","BCL11B","TAD_773"
"BCL2A1","BCL2A1","TAD_773"
"BCL2L13","BCL2L13","TAD_837"
"BCL2L14","BCL2L14","TAD_3417"
"BCL2L15","BCL2L15","TAD_1648"
"BCL2L2","BCL2L2","TAD_3023"
"BCL2L2-PABPN1;PABPN1","BCL2L2-PABPN1;PABPN1","TAD_914"
"BCL3","BCL3","TAD_818"
"BCL7A","BCL7A","TAD_1297"
"BCL7C","BCL7C","TAD_1689"
"BCL9","BCL9","TAD_1022"
"BCL9L","BCL9L","TAD_3049"
"BCMS","BCMS","TAD_2728"
"BCO2","BCO2","TAD_175"
"BCOR","BCOR","TAD_1645"
"BCORL1","BCORL1","TAD_64"
"BCR;AX748067","BCR;AX748067","TAD_2829"
"BCS1L","BCS1L","TAD_3244"
"BD495725","BD495725","TAD_1352"
"BDH2","BDH2","TAD_1052"
"BDKRB1","BDKRB1","TAD_2228"
"BDKRB2","BDKRB2","TAD_2738"
"BECN1","BECN1","TAD_3365"
"BEGAIN","BEGAIN","TAD_2140"
"BEND6","BEND6","TAD_3012"
"BEND7","BEND7","TAD_3146"
"BEST1","BEST1","TAD_1309"
"BET1","BET1","TAD_2328"
"BEX2","BEX2","TAD_1460"
"BHLHB9","BHLHB9","TAD_2783"
"BHLHE41","BHLHE41","TAD_881"
"BICC1","BICC1","TAD_2914"
"BICD2","BICD2","TAD_1167"
"BID","BID","TAD_1422"
"BIRC2","BIRC2","TAD_1947"
"BIRC3","BIRC3","TAD_392"
"BIRC5","BIRC5","TAD_1770"
"BIRC6","BIRC6","TAD_2417"
"BIVM","BIVM","TAD_2682"
"BLID","BLID","TAD_1000"
"BLM","BLM","TAD_2181"
"BLMH","BLMH","TAD_2181"
"BLOC1S3","BLOC1S3","TAD_2568"
"BLVRA","BLVRA","TAD_211"
"BLVRB","BLVRB","TAD_791"
"BMF","BMF","TAD_2751"
"BMP1","BMP1","TAD_2738"
"BMP4","BMP4","TAD_1947"
"BMP6","BMP6","TAD_850"
"BMPER","BMPER","TAD_2258"
"BMPR1A","BMPR1A","TAD_723"
"BNIP1","BNIP1","TAD_1632"
"BNIPL","BNIPL","TAD_2202"
"BOC","BOC","TAD_3538"
"BOK","BOK","TAD_602"
"BOK-AS1","BOK-AS1","TAD_762"
"BOLA3","BOLA3","TAD_2826"
"BPGM","BPGM","TAD_3444"
"BPHL","BPHL","TAD_557"
"BPIFA3","BPIFA3","TAD_1666"
"BPIFB1","BPIFB1","TAD_2858"
"BPNT1","BPNT1","TAD_593"
"BRAP","BRAP","TAD_2837"
"BRAT1","BRAT1","TAD_1199"
"BRCA2","BRCA2","TAD_1978"
"BRCC3","BRCC3","TAD_1798"
"BRD2","BRD2","TAD_1029"
"BRD7","BRD7","TAD_1729"
"BRD7P3","BRD7P3","TAD_1595"
"BRD8","BRD8","TAD_1064"
"BRE","BRE","TAD_3328"
"BREA2","BREA2","TAD_1703"
"BRF1","BRF1","TAD_1919"
"BRF2","BRF2","TAD_259"
"BRIP1","BRIP1","TAD_2196"
"BRK1","BRK1","TAD_2828"
"BROX","BROX","TAD_3319"
"BRP44","BRP44","TAD_2181"
"BRP44L","BRP44L","TAD_2844"
"BRPF3","BRPF3","TAD_802"
"BRSK1","BRSK1","TAD_3650"
"BRSK2","BRSK2","TAD_240"
"BSCL2","BSCL2","TAD_1109"
"BST1","BST1","TAD_1442"
"BST2","BST2","TAD_2494"
"BTAF1","BTAF1","TAD_1936"
"BTBD10","BTBD10","TAD_3178"
"BTBD2","BTBD2","TAD_78"
"BTBD6","BTBD6","TAD_1326"
"BTBD7","BTBD7","TAD_431"
"BTBD8","BTBD8","TAD_1189"
"BTG2","BTG2","TAD_220"
"BTN2A1","BTN2A1","TAD_2441"
"BTN2A2","BTN2A2","TAD_2738"
"BTN2A3P","BTN2A3P","TAD_532"
"BTN3A1","BTN3A1","TAD_659"
"BTN3A2","BTN3A2","TAD_1615"
"BTNL9","BTNL9","TAD_2138"
"BTRC","BTRC","TAD_211"
"BUB1B","BUB1B","TAD_1645"
"BVES","BVES","TAD_460"
"BX248253","BX248253","TAD_985"
"BX537710","BX537710","TAD_657"
"BX538254","BX538254","TAD_1499"
"BX640700","BX640700","TAD_136"
"BX641143","BX641143","TAD_1127"
"BX647249","BX647249","TAD_415"
"BX648855","BX648855","TAD_2602"
"BYSL","BYSL","TAD_566"
"BZW1","BZW1","TAD_3573"
"BZW2","BZW2","TAD_1947"
"C10orf107","C10orf107","TAD_1665"
"C10orf108","C10orf108","TAD_843"
"C10orf113","C10orf113","TAD_64"
"C10orf114","C10orf114","TAD_2738"
"C10orf118;MIR2110","C10orf118;MIR2110","TAD_515"
"C10orf12","C10orf12","TAD_530"
"C10orf120","C10orf120","TAD_245"
"C10orf125","C10orf125","TAD_3413"
"C10orf140","C10orf140","TAD_597"
"C10orf26","C10orf26","TAD_2830"
"C10orf32","C10orf32","TAD_1439"
"C10orf40","C10orf40","TAD_3530"
"C10orf46","C10orf46","TAD_2417"
"C10orf54","C10orf54","TAD_1557"
"C10orf68","C10orf68","TAD_555"
"C10orf82","C10orf82","TAD_252"
"C10orf95","C10orf95","TAD_1860"
"C11orf24","C11orf24","TAD_1508"
"C11orf30","C11orf30","TAD_2593"
"C11orf46","C11orf46","TAD_2584"
"C11orf48","C11orf48","TAD_474"
"C11orf51","C11orf51","TAD_968"
"C11orf57","C11orf57","TAD_2827"
"C11orf61","C11orf61","TAD_667"
"C11orf65","C11orf65","TAD_995"
"C11orf68","C11orf68","TAD_2926"
"C11orf70","C11orf70","TAD_1181"
"C11orf75","C11orf75","TAD_1431"
"C11orf80","C11orf80","TAD_3040"
"C11orf82","C11orf82","TAD_2083"
"C11orf84;AK092098","C11orf84;AK092098","TAD_590"
"C12orf10","C12orf10","TAD_3146"
"C12orf24","C12orf24","TAD_3578"
"C12orf28","C12orf28","TAD_2268"
"C12orf32","C12orf32","TAD_2181"
"C12orf34","C12orf34","TAD_3039"
"C12orf39","C12orf39","TAD_2920"
"C12orf4","C12orf4","TAD_2415"
"C12orf43","C12orf43","TAD_2718"
"C12orf45","C12orf45","TAD_860"
"C12orf47","C12orf47","TAD_3338"
"C12orf51","C12orf51","TAD_605"
"C12orf52","C12orf52","TAD_261"
"C12orf53","C12orf53","TAD_1493"
"C12orf55","C12orf55","TAD_2746"
"C12orf61","C12orf61","TAD_169"
"C12orf62","C12orf62","TAD_3096"
"C12orf68","C12orf68","TAD_216"
"C12orf73","C12orf73","TAD_2548"
"C14orf1","C14orf1","TAD_2874"
"C14orf129","C14orf129","TAD_1027"
"C14orf132","C14orf132","TAD_2748"
"C14orf133","C14orf133","TAD_772"
"C14orf135","C14orf135","TAD_1304"
"C14orf166","C14orf166","TAD_1978"
"C14orf169","C14orf169","TAD_3243"
"C14orf176","C14orf176","TAD_2316"
"C14orf182","C14orf182","TAD_1127"
"C14orf183","C14orf183","TAD_769"
"C14orf2","C14orf2","TAD_2736"
"C14orf21","C14orf21","TAD_1380"
"C14orf43","C14orf43","TAD_2819"
"C14orf45","C14orf45","TAD_1288"
"C14orf49","C14orf49","TAD_343"
"C14orf55","C14orf55","TAD_1962"
"C14orf64","C14orf64","TAD_3689"
"C14orf79","C14orf79","TAD_2980"
"C14orf80","C14orf80","TAD_587"
"C14orf93","C14orf93","TAD_1595"
"C15orf17","C15orf17","TAD_819"
"C15orf23","C15orf23","TAD_3120"
"C15orf24","C15orf24","TAD_3553"
"C15orf26","C15orf26","TAD_972"
"C15orf29","C15orf29","TAD_3"
"C15orf33","C15orf33","TAD_1734"
"C15orf37","C15orf37","TAD_201"
"C15orf38","C15orf38","TAD_2153"
"C15orf38-AP3S2","C15orf38-AP3S2","TAD_600"
"C15orf40","C15orf40","TAD_3260"
"C15orf41","C15orf41","TAD_2827"
"C15orf44","C15orf44","TAD_1889"
"C15orf48;MIR147B","C15orf48;MIR147B","TAD_220"
"C15orf5","C15orf5","TAD_2734"
"C15orf52","C15orf52","TAD_526"
"C15orf58","C15orf58","TAD_3008"
"C15orf59","C15orf59","TAD_2976"
"C15orf60","C15orf60","TAD_1732"
"C15orf61","C15orf61","TAD_468"
"C15orf62","C15orf62","TAD_1595"
"C16orf42","C16orf42","TAD_2597"
"C16orf46","C16orf46","TAD_603"
"C16orf48","C16orf48","TAD_596"
"C16orf53","C16orf53","TAD_513"
"C16orf57","C16orf57","TAD_3384"
"C16orf59","C16orf59","TAD_3120"
"C16orf70","C16orf70","TAD_329"
"C16orf71","C16orf71","TAD_2405"
"C16orf80","C16orf80","TAD_3647"
"C16orf85","C16orf85","TAD_2738"
"C16orf86","C16orf86","TAD_1499"
"C16orf87","C16orf87","TAD_2703"
"C16orf91","C16orf91","TAD_2"
"C16orf93","C16orf93","TAD_593"
"C17orf103","C17orf103","TAD_1198"
"C17orf109","C17orf109","TAD_1344"
"C17orf28","C17orf28","TAD_2793"
"C17orf46","C17orf46","TAD_2403"
"C17orf53","C17orf53","TAD_1626"
"C17orf57","C17orf57","TAD_830"
"C17orf59","C17orf59","TAD_1666"
"C17orf61","C17orf61","TAD_1429"
"C17orf62","C17orf62","TAD_1785"
"C17orf63","C17orf63","TAD_3468"
"C17orf80","C17orf80","TAD_3451"
"C17orf85","C17orf85","TAD_1157"
"C17orf97","C17orf97","TAD_3439"
"C17orf98","C17orf98","TAD_1421"
"C17orf99","C17orf99","TAD_3178"
"C18orf54","C18orf54","TAD_3535"
"C18orf56","C18orf56","TAD_275"
"C19orf12","C19orf12","TAD_2258"
"C19orf18","C19orf18","TAD_1107"
"C19orf31","C19orf31","TAD_1421"
"C19orf46","C19orf46","TAD_1703"
"C19orf47","C19orf47","TAD_1464"
"C19orf48","C19orf48","TAD_462"
"C19orf53","C19orf53","TAD_2833"
"C19orf54","C19orf54","TAD_3464"
"C19orf55","C19orf55","TAD_2265"
"C19orf57","C19orf57","TAD_2927"
"C19orf60","C19orf60","TAD_1574"
"C19orf63","C19orf63","TAD_1701"
"C19orf73","C19orf73","TAD_714"
"C19orf79","C19orf79","TAD_2826"
"C19orf81","C19orf81","TAD_995"
"C1GALT1","C1GALT1","TAD_2216"
"C1QL1","C1QL1","TAD_351"
"C1QL4","C1QL4","TAD_630"
"C1QTNF2","C1QTNF2","TAD_1925"
"C1QTNF4","C1QTNF4","TAD_1656"
"C1QTNF6","C1QTNF6","TAD_1701"
"C1R","C1R","TAD_513"
"C1RL","C1RL","TAD_2844"
"C1S","C1S","TAD_2910"
"C1orf101","C1orf101","TAD_1281"
"C1orf109","C1orf109","TAD_2274"
"C1orf112","C1orf112","TAD_1099"
"C1orf116","C1orf116","TAD_2013"
"C1orf126","C1orf126","TAD_581"
"C1orf144;AL832937","C1orf144;AL832937","TAD_552"
"C1orf159","C1orf159","TAD_2040"
"C1orf162","C1orf162","TAD_1108"
"C1orf170","C1orf170","TAD_2272"
"C1orf190","C1orf190","TAD_1626"
"C1orf198","C1orf198","TAD_61"
"C1orf204","C1orf204","TAD_1290"
"C1orf211","C1orf211","TAD_218"
"C1orf212","C1orf212","TAD_172"
"C1orf213","C1orf213","TAD_2093"
"C1orf216","C1orf216","TAD_1335"
"C1orf220","C1orf220","TAD_2551"
"C1orf226","C1orf226","TAD_2825"
"C1orf227","C1orf227","TAD_3321"
"C1orf229","C1orf229","TAD_1494"
"C1orf35","C1orf35","TAD_2268"
"C1orf38","C1orf38","TAD_3149"
"C1orf43","C1orf43","TAD_541"
"C1orf49","C1orf49","TAD_2192"
"C1orf51","C1orf51","TAD_2123"
"C1orf53","C1orf53","TAD_2824"
"C1orf54","C1orf54","TAD_1624"
"C1orf85","C1orf85","TAD_1499"
"C1orf86","C1orf86","TAD_603"
"C1orf88","C1orf88","TAD_1626"
"C1orf96","C1orf96","TAD_2566"
"C2","C2","TAD_2917"
"C20orf11","C20orf11","TAD_1415"
"C20orf112","C20orf112","TAD_3274"
"C20orf177","C20orf177","TAD_92"
"C20orf194","C20orf194","TAD_2142"
"C20orf195","C20orf195","TAD_373"
"C20orf196","C20orf196","TAD_2643"
"C20orf197","C20orf197","TAD_1014"
"C20orf201","C20orf201","TAD_3688"
"C20orf203","C20orf203","TAD_898"
"C20orf24","C20orf24","TAD_3168"
"C20orf27","C20orf27","TAD_2901"
"C20orf29","C20orf29","TAD_1451"
"C20orf30","C20orf30","TAD_87"
"C20orf4","C20orf4","TAD_752"
"C21orf119","C21orf119","TAD_3248"
"C21orf2","C21orf2","TAD_776"
"C21orf56","C21orf56","TAD_985"
"C21orf58","C21orf58","TAD_2738"
"C21orf59","C21orf59","TAD_59"
"C21orf62","C21orf62","TAD_209"
"C21orf63","C21orf63","TAD_2836"
"C21orf67","C21orf67","TAD_1160"
"C22orf15","C22orf15","TAD_670"
"C22orf26","C22orf26","TAD_3150"
"C22orf29","C22orf29","TAD_3222"
"C22orf32","C22orf32","TAD_2181"
