"","gene","TAD"
"ANKDD1A","ANKDD1A","TAD_65"
"ANKFN1","ANKFN1","TAD_3689"
"ANKFY1","ANKFY1","TAD_3359"
"ANKHD1","ANKHD1","TAD_2191"
"ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3","TAD_231"
"ANKK1","ANKK1","TAD_1020"
"ANKMY2","ANKMY2","TAD_1141"
"ANKRD1","ANKRD1","TAD_3132"
"ANKRD13A","ANKRD13A","TAD_503"
"ANKRD13C","ANKRD13C","TAD_2291"
"ANKRD13D","ANKRD13D","TAD_974"
"ANKRD16;AK129672","ANKRD16;AK129672","TAD_2191"
"ANKRD2","ANKRD2","TAD_52"
"ANKRD20A2","ANKRD20A2","TAD_190"
"ANKRD20A3","ANKRD20A3","TAD_1606"
"ANKRD20A4","ANKRD20A4","TAD_3165"
"ANKRD20A9P","ANKRD20A9P","TAD_4"
"ANKRD22","ANKRD22","TAD_932"
"ANKRD23","ANKRD23","TAD_2181"
"ANKRD24","ANKRD24","TAD_2191"
"ANKRD26","ANKRD26","TAD_1288"
"ANKRD28","ANKRD28","TAD_3213"
"ANKRD29","ANKRD29","TAD_1381"
"ANKRD31","ANKRD31","TAD_3571"
"ANKRD32","ANKRD32","TAD_972"
"ANKRD33","ANKRD33","TAD_3043"
"ANKRD33B","ANKRD33B","TAD_600"
"ANKRD34A","ANKRD34A","TAD_74"
"ANKRD34B","ANKRD34B","TAD_3331"
"ANKRD36B","ANKRD36B","TAD_683"
"ANKRD37","ANKRD37","TAD_3225"
"ANKRD39","ANKRD39","TAD_7"
"ANKRD40","ANKRD40","TAD_2844"
"ANKRD42","ANKRD42","TAD_507"
"ANKRD44","ANKRD44","TAD_1135"
"ANKRD45","ANKRD45","TAD_2267"
"ANKRD46","ANKRD46","TAD_2709"
"ANKRD49","ANKRD49","TAD_2976"
"ANKRD5","ANKRD5","TAD_2483"
"ANKRD50","ANKRD50","TAD_280"
"ANKRD52","ANKRD52","TAD_2585"
"ANKRD6","ANKRD6","TAD_2170"
"ANKRD65","ANKRD65","TAD_2328"
"ANKRD9","ANKRD9","TAD_1181"
"ANKS1A","ANKS1A","TAD_3353"
"ANKS1B","ANKS1B","TAD_605"
"ANKS3","ANKS3","TAD_969"
"ANKS4B","ANKS4B","TAD_2738"
"ANKS6","ANKS6","TAD_199"
"ANKUB1","ANKUB1","TAD_1290"
"ANKZF1","ANKZF1","TAD_1605"
"ANO1","ANO1","TAD_629"
"ANO10","ANO10","TAD_2602"
"ANO4","ANO4","TAD_1727"
"ANO5","ANO5","TAD_1052"
"ANO6","ANO6","TAD_3161"
"ANO7","ANO7","TAD_2817"
"ANO9","ANO9","TAD_1178"
"ANP32A","ANP32A","TAD_1789"
"ANP32A-IT1","ANP32A-IT1","TAD_3538"
"ANP32AP1","ANP32AP1","TAD_2277"
"ANP32C","ANP32C","TAD_2738"
"ANPEP","ANPEP","TAD_974"
"ANTXR1","ANTXR1","TAD_223"
"ANTXR2","ANTXR2","TAD_1158"
"ANXA1","ANXA1","TAD_3009"
"ANXA11","ANXA11","TAD_2498"
"ANXA13","ANXA13","TAD_1188"
"ANXA2P1","ANXA2P1","TAD_3226"
"ANXA2P3","ANXA2P3","TAD_3185"
"ANXA4","ANXA4","TAD_3259"
"ANXA6","ANXA6","TAD_1599"
"ANXA7","ANXA7","TAD_429"
"ANXA8L1;ANXA8","ANXA8L1;ANXA8","TAD_373"
"AOAH","AOAH","TAD_156"
"AOC2","AOC2","TAD_1030"
"AOC3","AOC3","TAD_215"
"AOX1","AOX1","TAD_3575"
"AOX2P","AOX2P","TAD_3234"
"AP1AR","AP1AR","TAD_2178"
"AP1B1P1","AP1B1P1","TAD_240"
"AP1G1","AP1G1","TAD_1652"
"AP1M2","AP1M2","TAD_1135"
"AP1S1","AP1S1","TAD_200"
"AP2A1","AP2A1","TAD_1291"
"AP2A2","AP2A2","TAD_1205"
"AP2M1","AP2M1","TAD_1688"
"AP2S1","AP2S1","TAD_3149"
"AP3B1","AP3B1","TAD_1668"
"AP3D1","AP3D1","TAD_1668"
"AP3M2","AP3M2","TAD_1124"
"AP3S2","AP3S2","TAD_3415"
"AP4M1","AP4M1","TAD_911"
"AP4S1","AP4S1","TAD_1082"
"APBA3","APBA3","TAD_2587"
"APBB1IP","APBB1IP","TAD_351"
"APC","APC","TAD_3649"
"APCDD1","APCDD1","TAD_1"
"APEX2","APEX2","TAD_3111"
"APH1B","APH1B","TAD_516"
"APLN","APLN","TAD_74"
"APOA1","APOA1","TAD_1904"
"APOA2","APOA2","TAD_3503"
"APOB","APOB","TAD_678"
"APOBEC2","APOBEC2","TAD_1022"
"APOBEC3A","APOBEC3A","TAD_471"
"APOBEC3C","APOBEC3C","TAD_1628"
"APOBEC3D","APOBEC3D","TAD_425"
"APOBEC3F","APOBEC3F","TAD_3644"
"APOBEC3G","APOBEC3G","TAD_3485"
"APOBR","APOBR","TAD_2692"
"APOF","APOF","TAD_2726"
"APOM","APOM","TAD_717"
"APOO","APOO","TAD_2480"
"APOOL","APOOL","TAD_2031"
"APP","APP","TAD_1184"
"APPBP2","APPBP2","TAD_394"
"APPL1","APPL1","TAD_542"
"APPL2","APPL2","TAD_1528"
"APRT","APRT","TAD_2835"
"AQP1","AQP1","TAD_2826"
"AQP10","AQP10","TAD_407"
"AQP2","AQP2","TAD_987"
"AQP3","AQP3","TAD_2785"
"AQP6","AQP6","TAD_1135"
"AQP7","AQP7","TAD_3269"
"AQP8","AQP8","TAD_180"
"AQP9","AQP9","TAD_1442"
"AQPEP","AQPEP","TAD_1135"
"AQR","AQR","TAD_593"
"AR","AR","TAD_1688"
"ARAF","ARAF","TAD_968"
"ARAP1","ARAP1","TAD_1976"
"ARAP2","ARAP2","TAD_2528"
"ARC","ARC","TAD_1410"
"AREG","AREG","TAD_83"
"ARF1;MIR3620","ARF1;MIR3620","TAD_2845"
"ARF4","ARF4","TAD_533"
"ARF5","ARF5","TAD_3467"
"ARF6","ARF6","TAD_3578"
"ARFGAP1","ARFGAP1","TAD_3179"
"ARFGAP3","ARFGAP3","TAD_3485"
"ARFRP1","ARFRP1","TAD_1732"
"ARG2","ARG2","TAD_1423"
"ARGFX","ARGFX","TAD_211"
"ARHGAP1","ARHGAP1","TAD_2272"
"ARHGAP17;AF258560","ARHGAP17;AF258560","TAD_2971"
"ARHGAP18","ARHGAP18","TAD_3213"
"ARHGAP23","ARHGAP23","TAD_2324"
"ARHGAP24","ARHGAP24","TAD_1986"
"ARHGAP28","ARHGAP28","TAD_2804"
"ARHGAP29","ARHGAP29","TAD_3119"
"ARHGAP30","ARHGAP30","TAD_3269"
"ARHGAP31","ARHGAP31","TAD_351"
"ARHGAP32","ARHGAP32","TAD_2277"
"ARHGAP33","ARHGAP33","TAD_2"
"ARHGAP35","ARHGAP35","TAD_2339"
"ARHGAP4","ARHGAP4","TAD_339"
"ARHGAP42","ARHGAP42","TAD_974"
"ARHGAP5","ARHGAP5","TAD_471"
"ARHGAP5-AS1","ARHGAP5-AS1","TAD_119"
"ARHGDIA","ARHGDIA","TAD_8"
"ARHGDIB","ARHGDIB","TAD_1734"
"ARHGDIG","ARHGDIG","TAD_2568"
"ARHGEF10","ARHGEF10","TAD_903"
"ARHGEF10L","ARHGEF10L","TAD_3423"
"ARHGEF11","ARHGEF11","TAD_956"
"ARHGEF19","ARHGEF19","TAD_1410"
"ARHGEF2","ARHGEF2","TAD_2217"
"ARHGEF25","ARHGEF25","TAD_628"
"ARHGEF26","ARHGEF26","TAD_567"
"ARHGEF3","ARHGEF3","TAD_2944"
"ARHGEF33","ARHGEF33","TAD_3538"
"ARHGEF35","ARHGEF35","TAD_1357"
"ARHGEF37","ARHGEF37","TAD_2838"
"ARHGEF38","ARHGEF38","TAD_1057"
"ARHGEF4","ARHGEF4","TAD_1386"
"ARHGEF7","ARHGEF7","TAD_1619"
"ARID1A","ARID1A","TAD_1599"
"ARID1B","ARID1B","TAD_834"
"ARID2","ARID2","TAD_2726"
"ARID3A","ARID3A","TAD_2141"
"ARID3B","ARID3B","TAD_2554"
"ARID4A","ARID4A","TAD_2433"
"ARIH1","ARIH1","TAD_476"
"ARIH2","ARIH2","TAD_3096"
"ARL13B","ARL13B","TAD_2827"
"ARL14","ARL14","TAD_1265"
"ARL17B","ARL17B","TAD_1358"
"ARL2","ARL2","TAD_1729"
"ARL2BP","ARL2BP","TAD_2009"
"ARL4A","ARL4A","TAD_2454"
"ARL4C","ARL4C","TAD_821"
"ARL4D","ARL4D","TAD_241"
"ARL5A","ARL5A","TAD_1290"
"ARMC4","ARMC4","TAD_3625"
"ARMC7","ARMC7","TAD_1692"
"ARMC8","ARMC8","TAD_3168"
"ARMC9","ARMC9","TAD_710"
"ARMCX3","ARMCX3","TAD_587"
"ARNT","ARNT","TAD_1664"
"ARNTL","ARNTL","TAD_2283"
"ARPC4-TTLL3","ARPC4-TTLL3","TAD_622"
"ARPM1","ARPM1","TAD_849"
"ARPP19","ARPP19","TAD_1099"
"ARRDC3","ARRDC3","TAD_2825"
"ARRDC4","ARRDC4","TAD_1994"
"ARRDC5","ARRDC5","TAD_540"
"ARSB","ARSB","TAD_651"
"ARSD","ARSD","TAD_1695"
"ARSI","ARSI","TAD_1689"
"ARSJ","ARSJ","TAD_3008"
"ART3","ART3","TAD_476"
"ARV1","ARV1","TAD_2838"
"ARX","ARX","TAD_1962"
"AS3MT","AS3MT","TAD_516"
"ASAH1","ASAH1","TAD_3249"
"ASAP1","ASAP1","TAD_1442"
"ASAP1-IT1","ASAP1-IT1","TAD_507"
"ASAP3","ASAP3","TAD_3489"
"ASB1","ASB1","TAD_3270"
"ASB13","ASB13","TAD_93"
"ASB14","ASB14","TAD_2417"
"ASB15","ASB15","TAD_1925"
"ASB3","ASB3","TAD_209"
"ASB4","ASB4","TAD_2391"
"ASB5","ASB5","TAD_2055"
"ASB8","ASB8","TAD_3121"
"ASCC1","ASCC1","TAD_1442"
"ASCC2","ASCC2","TAD_705"
"ASCC3","ASCC3","TAD_2307"
"ASCL4","ASCL4","TAD_1610"
"ASGR1","ASGR1","TAD_1968"
"ASH1L","ASH1L","TAD_2494"
"ASH2L","ASH2L","TAD_1122"
"ASL","ASL","TAD_2728"
"ASNA1","ASNA1","TAD_2764"
"ASPHD1","ASPHD1","TAD_1009"
"ASPHD2","ASPHD2","TAD_1183"
"ASPM","ASPM","TAD_2494"
"ASPN","ASPN","TAD_1449"
"ASPRV1;PCBP1-AS1","ASPRV1;PCBP1-AS1","TAD_83"
"ASPSCR1","ASPSCR1","TAD_2536"
"ASRGL1","ASRGL1","TAD_1"
"ASTN1","ASTN1","TAD_243"
"ASTN2","ASTN2","TAD_2526"
"ASUN","ASUN","TAD_1605"
"ASXL1","ASXL1","TAD_3520"
"ASXL2","ASXL2","TAD_2751"
"ATAD2","ATAD2","TAD_503"
"ATAT1","ATAT1","TAD_2516"
"ATCAY","ATCAY","TAD_1265"
"ATF3","ATF3","TAD_1124"
"ATF6B;TNXB","ATF6B;TNXB","TAD_2855"
"ATF7IP2","ATF7IP2","TAD_2838"
"ATG10","ATG10","TAD_2835"
"ATG13","ATG13","TAD_2191"
"ATG2A","ATG2A","TAD_1942"
"ATG2B","ATG2B","TAD_2237"
"ATG4B;AK027332","ATG4B;AK027332","TAD_2208"
"ATG4D;MIR1238","ATG4D;MIR1238","TAD_1038"
"ATG7","ATG7","TAD_1996"
"ATHL1","ATHL1","TAD_1028"
"ATL1","ATL1","TAD_3248"
"ATL3","ATL3","TAD_215"
"ATOH7","ATOH7","TAD_752"
"ATP10D","ATP10D","TAD_2217"
"ATP11A;AK025511","ATP11A;AK025511","TAD_1123"
"ATP11B","ATP11B","TAD_629"
"ATP11C","ATP11C","TAD_1352"
"ATP13A2","ATP13A2","TAD_906"
"ATP13A3","ATP13A3","TAD_566"
"ATP1A1","ATP1A1","TAD_2525"
"ATP1A2","ATP1A2","TAD_1188"
"ATP1A3","ATP1A3","TAD_1611"
"ATP1A4","ATP1A4","TAD_224"
"ATP1B1","ATP1B1","TAD_2552"
"ATP1B2","ATP1B2","TAD_217"
"ATP1B3","ATP1B3","TAD_2204"
"ATP2A1","ATP2A1","TAD_849"
"ATP2A2;JA611269","ATP2A2;JA611269","TAD_2047"
"ATP2B4;U42379","ATP2B4;U42379","TAD_565"
"ATP2C1","ATP2C1","TAD_2738"
"ATP2C2","ATP2C2","TAD_969"
"ATP4A","ATP4A","TAD_3038"
"ATP4B","ATP4B","TAD_3329"
"ATP5C1","ATP5C1","TAD_2708"
"ATP5E","ATP5E","TAD_3369"
"ATP5G1","ATP5G1","TAD_492"
"ATP5G2","ATP5G2","TAD_1672"
"ATP5G3","ATP5G3","TAD_593"
"ATP5H","ATP5H","TAD_1641"
"ATP5J","ATP5J","TAD_1493"
"ATP5L","ATP5L","TAD_3395"
"ATP5S","ATP5S","TAD_178"
"ATP6AP1","ATP6AP1","TAD_1701"
"ATP6V0A1","ATP6V0A1","TAD_1625"
"ATP6V0A2","ATP6V0A2","TAD_1499"
"ATP6V0A4","ATP6V0A4","TAD_2640"
"ATP6V0B","ATP6V0B","TAD_2837"
"ATP6V0CP3","ATP6V0CP3","TAD_2838"
"ATP6V0D1","ATP6V0D1","TAD_3119"
"ATP6V0D2","ATP6V0D2","TAD_137"
"ATP6V1A","ATP6V1A","TAD_2726"
"ATP6V1B1","ATP6V1B1","TAD_3144"
"ATP6V1C1","ATP6V1C1","TAD_1779"
"ATP6V1E1","ATP6V1E1","TAD_3331"
"ATP6V1E2","ATP6V1E2","TAD_3454"
"ATP6V1G1","ATP6V1G1","TAD_2316"
"ATP6V1G2","ATP6V1G2","TAD_2858"
"ATP6V1H","ATP6V1H","TAD_1123"
"ATP7A","ATP7A","TAD_2696"
"ATP8B2","ATP8B2","TAD_964"
"ATP8B4","ATP8B4","TAD_3274"
"ATP9B","ATP9B","TAD_3482"
"ATPAF2","ATPAF2","TAD_2456"
"ATPBD4","ATPBD4","TAD_1699"
"ATPIF1","ATPIF1","TAD_1482"
"ATR","ATR","TAD_169"
"ATRN","ATRN","TAD_3119"
"ATRNL1","ATRNL1","TAD_2243"
"ATXN1L","ATXN1L","TAD_3082"
"ATXN2","ATXN2","TAD_1137"
"ATXN7L2","ATXN7L2","TAD_1917"
"ATXN7L3B","ATXN7L3B","TAD_1482"
"AUH","AUH","TAD_3489"
"AUP1","AUP1","TAD_192"
"AURKB","AURKB","TAD_816"
"AURKC","AURKC","TAD_1057"
"AUTS2","AUTS2","TAD_36"
"AVEN","AVEN","TAD_180"
"AVP","AVP","TAD_3026"
"AWAT1","AWAT1","TAD_2119"
"AWAT2","AWAT2","TAD_892"
"AX721193","AX721193","TAD_565"
"AX721280","AX721280","TAD_1941"
"AX746478","AX746478","TAD_819"
"AX746487","AX746487","TAD_1985"
"AX746535","AX746535","TAD_1974"
"AX746575","AX746575","TAD_3166"
"AX746590","AX746590","TAD_972"
"AX746599","AX746599","TAD_2536"
"AX746605","AX746605","TAD_2111"
"AX746617","AX746617","TAD_2212"
"AX746620;PHF20","AX746620;PHF20","TAD_242"
"AX746640","AX746640","TAD_834"
"AX746670","AX746670","TAD_1645"
"AX746671","AX746671","TAD_1485"
"AX746677","AX746677","TAD_3222"
"AX746683","AX746683","TAD_622"
"AX746699","AX746699","TAD_830"
"AX746719","AX746719","TAD_339"
"AX746723","AX746723","TAD_850"
"AX746734","AX746734","TAD_2764"
"AX746755","AX746755","TAD_3032"
"AX746765","AX746765","TAD_3613"
"AX746787","AX746787","TAD_2764"
"AX746834","AX746834","TAD_44"
"AX746839","AX746839","TAD_1390"
"AX746887","AX746887","TAD_2915"
"AX746944;MTX3","AX746944;MTX3","TAD_1475"
"AX746996","AX746996","TAD_1508"
"AX747003;SMUG1","AX747003;SMUG1","TAD_2034"
"AX747064","AX747064","TAD_819"
"AX747067","AX747067","TAD_887"
"AX747070","AX747070","TAD_918"
"AX747081","AX747081","TAD_425"
"AX747119","AX747119","TAD_2228"
"AX747132","AX747132","TAD_115"
"AX747140","AX747140","TAD_1619"
"AX747150","AX747150","TAD_776"
"AX747158","AX747158","TAD_1203"
"AX747167","AX747167","TAD_2838"
"AX747191","AX747191","TAD_3575"
"AX747193","AX747193","TAD_643"
"AX747213","AX747213","TAD_587"
"AX747227","AX747227","TAD_3467"
"AX747238","AX747238","TAD_169"
"AX747345","AX747345","TAD_2114"
"AX747377","AX747377","TAD_3321"
"AX747384","AX747384","TAD_2433"
"AX747393","AX747393","TAD_902"
"AX747401","AX747401","TAD_3147"
"AX747402","AX747402","TAD_3080"
"AX747408","AX747408","TAD_860"
"AX747516;UBR4","AX747516;UBR4","TAD_3157"
"AX747521","AX747521","TAD_2191"
"AX747547","AX747547","TAD_1135"
"AX747577","AX747577","TAD_617"
"AX747628","AX747628","TAD_2636"
"AX747648","AX747648","TAD_884"
"AX747652","AX747652","TAD_3032"
"AX747659","AX747659","TAD_1170"
"AX747676","AX747676","TAD_2091"
"AX747706","AX747706","TAD_1798"
"AX747739","AX747739","TAD_1419"
"AX747742","AX747742","TAD_1443"
"AX747752","AX747752","TAD_650"
"AX747754","AX747754","TAD_1499"
"AX747757","AX747757","TAD_1382"
"AX747766","AX747766","TAD_2392"
"AX747775","AX747775","TAD_593"
"AX747795;KLHDC4","AX747795;KLHDC4","TAD_2726"
"AX747817;SMTN","AX747817;SMTN","TAD_1545"
"AX747826","AX747826","TAD_1049"
"AX747844","AX747844","TAD_3478"
"AX747850","AX747850","TAD_2838"
"AX747853","AX747853","TAD_2826"
"AX747861","AX747861","TAD_3547"
"AX747864;C3orf32","AX747864;C3orf32","TAD_1647"
"AX747879","AX747879","TAD_1091"
"AX747901","AX747901","TAD_1698"
"AX747913","AX747913","TAD_3157"
"AX748016","AX748016","TAD_3329"
"AX748020","AX748020","TAD_1184"
"AX748058","AX748058","TAD_1653"
"AX748080","AX748080","TAD_395"
"AX748119;PTK7","AX748119;PTK7","TAD_2867"
"AX748120","AX748120","TAD_2085"
"AX748175","AX748175","TAD_3329"
"AX748195","AX748195","TAD_1199"
"AX748196","AX748196","TAD_2164"
"AX748201","AX748201","TAD_3026"
"AX748204","AX748204","TAD_1290"
"AX748212","AX748212","TAD_1757"
"AX748233","AX748233","TAD_1666"
"AX748237","AX748237","TAD_1968"
"AX748239","AX748239","TAD_1793"
"AX748249","AX748249","TAD_143"
"AX748264","AX748264","TAD_830"
"AX748265","AX748265","TAD_1688"
"AX748268","AX748268","TAD_88"
"AX748287","AX748287","TAD_1998"
"AX748312","AX748312","TAD_378"
"AX748313","AX748313","TAD_2838"
"AX748314","AX748314","TAD_3329"
"AX748322","AX748322","TAD_2658"
"AX748330","AX748330","TAD_213"
"AX748345","AX748345","TAD_2020"
"AX748369","AX748369","TAD_2684"
"AX748371","AX748371","TAD_565"
"AX748385","AX748385","TAD_1937"
"AX748388","AX748388","TAD_943"
"AX748411","AX748411","TAD_1209"
"AX748417","AX748417","TAD_1219"
"AX748420","AX748420","TAD_2863"
"AX748428","AX748428","TAD_2336"
"AXDND1","AXDND1","TAD_1619"
"AXIN2","AXIN2","TAD_2838"
"AXL","AXL","TAD_31"
"AY070437","AY070437","TAD_1132"
"AY343892","AY343892","TAD_2302"
"AY455283","AY455283","TAD_752"
"AY660578","AY660578","TAD_253"
"AY769439","AY769439","TAD_2149"
"AY927475","AY927475","TAD_1619"
"AY927499","AY927499","TAD_1692"
"AZGP1P1","AZGP1P1","TAD_2290"
"AZI1","AZI1","TAD_3578"
"AZU1","AZU1","TAD_3523"
"B2M","B2M","TAD_2228"
"B3GALNT1","B3GALNT1","TAD_3292"
"B3GALT1","B3GALT1","TAD_2831"
"B3GALT6","B3GALT6","TAD_2047"
"B3GNT2","B3GNT2","TAD_2860"
"B3GNT3","B3GNT3","TAD_1499"
"B3GNT4","B3GNT4","TAD_2060"
"B3GNT5","B3GNT5","TAD_732"
"B3GNT6","B3GNT6","TAD_803"
"B3GNT7","B3GNT7","TAD_1508"
"B3GNT9","B3GNT9","TAD_253"
"B3GNTL1","B3GNTL1","TAD_3682"
"B4GALNT1","B4GALNT1","TAD_215"
"B4GALNT3","B4GALNT3","TAD_492"
"B4GALNT4","B4GALNT4","TAD_781"
"B4GALT1","B4GALT1","TAD_3547"
"B4GALT2","B4GALT2","TAD_498"
"B4GALT4","B4GALT4","TAD_1714"
"BACE2","BACE2","TAD_2637"
"BACH1","BACH1","TAD_96"
"BAD","BAD","TAD_1619"
"BAG2","BAG2","TAD_2781"
"BAG4","BAG4","TAD_1656"
"BAHCC1","BAHCC1","TAD_1442"
"BAI1","BAI1","TAD_540"
"BAIAP2","BAIAP2","TAD_209"
"BAIAP3","BAIAP3","TAD_1052"
"BAK1","BAK1","TAD_2541"
"BARD1","BARD1","TAD_192"
"BARHL2","BARHL2","TAD_88"
"BATF2","BATF2","TAD_759"
"BATF3","BATF3","TAD_1356"
"BAX","BAX","TAD_3684"
"BAZ1A","BAZ1A","TAD_1183"
"BAZ2A","BAZ2A","TAD_3090"
"BBIP1","BBIP1","TAD_3178"
"BBOX1","BBOX1","TAD_628"
"BBS1","BBS1","TAD_450"
"BBS12","BBS12","TAD_1127"
"BBS2","BBS2","TAD_995"
"BBS5","BBS5","TAD_303"
"BBX","BBX","TAD_3011"
"BC000869","BC000869","TAD_2035"
"BC007100","BC007100","TAD_1630"
"BC007817","BC007817","TAD_2212"
"BC009467","BC009467","TAD_2866"
"BC009838","BC009838","TAD_1038"
"BC010924","BC010924","TAD_624"
"BC011243","BC011243","TAD_1645"
"BC011648","BC011648","TAD_1998"
"BC011998","BC011998","TAD_2157"
"BC012193","BC012193","TAD_1458"
"BC013229;BC040935","BC013229;BC040935","TAD_642"
"BC013821","BC013821","TAD_1894"
"BC014150","BC014150","TAD_3464"
"BC014606","BC014606","TAD_218"
"BC015383","BC015383","TAD_2833"
"BC015429","BC015429","TAD_781"
"BC015977","BC015977","TAD_997"
"BC016361","BC016361","TAD_802"
"BC016656","BC016656","TAD_142"
"BC016972","BC016972","TAD_1659"
"BC016978;C1orf61","BC016978;C1orf61","TAD_1846"
"BC017214","BC017214","TAD_216"
"BC017398","BC017398","TAD_2291"
"BC017935","BC017935","TAD_2976"
"BC018887;RAVER1","BC018887;RAVER1","TAD_2084"
"BC019904","BC019904","TAD_2781"
"BC022047","BC022047","TAD_2136"
"BC022056","BC022056","TAD_1052"
"BC022468","BC022468","TAD_2094"
"BC022892","BC022892","TAD_2093"
"BC023568","BC023568","TAD_2291"
"BC023651","BC023651","TAD_213"
"BC024027","BC024027","TAD_1022"
"BC024169","BC024169","TAD_93"
"BC024248","BC024248","TAD_524"
"BC024732","BC024732","TAD_223"
"BC026240","BC026240","TAD_1350"
"BC027448","BC027448","TAD_1158"
"BC028204","BC028204","TAD_1688"
"BC029255","BC029255","TAD_115"
"BC029465","BC029465","TAD_1442"
"BC029473","BC029473","TAD_1611"
"BC030116","BC030116","TAD_781"
"BC030152","BC030152","TAD_2060"
"BC030525","BC030525","TAD_2848"
"BC030624","BC030624","TAD_105"
"BC030750","BC030750","TAD_1135"
"BC030768","BC030768","TAD_124"
"BC031255","BC031255","TAD_2976"
"BC031304","BC031304","TAD_2192"
"BC031638","BC031638","TAD_884"
"BC031827","BC031827","TAD_733"
"BC031864","BC031864","TAD_557"
"BC031953","BC031953","TAD_218"
"BC031979","BC031979","TAD_1036"
"BC032020","BC032020","TAD_1500"
"BC032117","BC032117","TAD_2294"
"BC032415","BC032415","TAD_3294"
"BC032901","BC032901","TAD_2737"
"BC032910","BC032910","TAD_2526"
"BC032911","BC032911","TAD_3067"
"BC032914","BC032914","TAD_2013"
"BC033061;PNISR","BC033061;PNISR","TAD_593"
"BC033124","BC033124","TAD_3635"
"BC033260","BC033260","TAD_1057"
"BC033528","BC033528","TAD_1785"
"BC033560","BC033560","TAD_1859"
"BC033837","BC033837","TAD_2731"
"BC033949","BC033949","TAD_2433"
"BC033961","BC033961","TAD_215"
"BC033983","BC033983","TAD_771"
"BC033989","BC033989","TAD_713"
"BC033991","BC033991","TAD_2670"
"BC033996","BC033996","TAD_3294"
"BC034020","BC034020","TAD_2560"
"BC034268","BC034268","TAD_1397"
"BC034319","BC034319","TAD_3271"
"BC034444","BC034444","TAD_2160"
"BC034456","BC034456","TAD_2748"
"BC034612","BC034612","TAD_1791"
"BC034636","BC034636","TAD_1188"
"BC034913","BC034913","TAD_1099"
"BC034929","BC034929","TAD_1205"
"BC034940","BC034940","TAD_565"
"BC035052","BC035052","TAD_422"
"BC035080","BC035080","TAD_1206"
"BC035094","BC035094","TAD_1174"
"BC035106","BC035106","TAD_523"
"BC035112","BC035112","TAD_1400"
"BC035179","BC035179","TAD_609"
"BC035247","BC035247","TAD_1995"
"BC035377","BC035377","TAD_1161"
"BC035381","BC035381","TAD_1266"
"BC035465","BC035465","TAD_3440"
"BC035629","BC035629","TAD_2281"
"BC035642","BC035642","TAD_2838"
"BC035647","BC035647","TAD_2552"
"BC035769","BC035769","TAD_1181"
"BC036195","BC036195","TAD_974"
"BC036236","BC036236","TAD_1632"
"BC036345","BC036345","TAD_681"
"BC036361","BC036361","TAD_565"
"BC036382","BC036382","TAD_3121"
"BC036404","BC036404","TAD_3619"
"BC036441","BC036441","TAD_3564"
"BC036500","BC036500","TAD_1791"
"BC036695","BC036695","TAD_1482"
"BC036850","BC036850","TAD_1698"
"BC037254","BC037254","TAD_605"
"BC037304","BC037304","TAD_892"
"BC037357","BC037357","TAD_1529"
"BC037494","BC037494","TAD_1998"
"BC037497","BC037497","TAD_2093"
"BC037540","BC037540","TAD_1610"
"BC037783;LOC100505854","BC037783;LOC100505854","TAD_3619"
"BC037839","BC037839","TAD_2280"
"BC037861","BC037861","TAD_289"
"BC037865","BC037865","TAD_368"
"BC037873","BC037873","TAD_496"
"BC037892","BC037892","TAD_3208"
"BC037918","BC037918","TAD_1936"
"BC037927","BC037927","TAD_1184"
"BC037929","BC037929","TAD_1978"
"BC037952","BC037952","TAD_2636"
"BC037972","BC037972","TAD_526"
"BC038188","BC038188","TAD_1601"
"BC038201","BC038201","TAD_600"
"BC038204","BC038204","TAD_1569"
"BC038205","BC038205","TAD_3012"
"BC038211","BC038211","TAD_1906"
"BC038245","BC038245","TAD_1487"
"BC038368","BC038368","TAD_969"
"BC038382;DCHS1","BC038382;DCHS1","TAD_1082"
"BC038455","BC038455","TAD_969"
"BC038532","BC038532","TAD_2093"
"BC038535","BC038535","TAD_3141"
"BC038541","BC038541","TAD_72"
"BC038542","BC038542","TAD_2683"
"BC038570","BC038570","TAD_2764"
"BC038574","BC038574","TAD_3440"
"BC038578","BC038578","TAD_178"
"BC038722","BC038722","TAD_3684"
"BC038729","BC038729","TAD_1013"
"BC038755","BC038755","TAD_2831"
"BC038778","BC038778","TAD_1057"
"BC039094;BC027906","BC039094;BC027906","TAD_1689"
"BC039168","BC039168","TAD_3689"
"BC039180","BC039180","TAD_31"
"BC039319","BC039319","TAD_1038"
"BC039356","BC039356","TAD_52"
"BC039382","BC039382","TAD_3624"
"BC039385","BC039385","TAD_3678"
"BC039386","BC039386","TAD_450"
"BC039399","BC039399","TAD_3502"
"BC039424","BC039424","TAD_1985"
"BC039437","BC039437","TAD_1038"
"BC039455","BC039455","TAD_2136"
"BC039485","BC039485","TAD_111"
"BC039487","BC039487","TAD_1516"
"BC039500","BC039500","TAD_1358"
"BC039516","BC039516","TAD_2191"
"BC039537","BC039537","TAD_1038"
"BC039551","BC039551","TAD_2433"
"BC039553","BC039553","TAD_230"
"BC040208","BC040208","TAD_1352"
"BC040219","BC040219","TAD_581"
"BC040308","BC040308","TAD_3016"
"BC040327","BC040327","TAD_2726"
"BC040333","BC040333","TAD_2838"
"BC040572","BC040572","TAD_910"
