"","gene","TAD"
"ARMC7","ARMC7","TAD_820"
"ARMC8","ARMC8","TAD_3151"
"ARMCX5","ARMCX5","TAD_318"
"ARMS2","ARMS2","TAD_2498"
"ARNT","ARNT","TAD_1165"
"ARNT2","ARNT2","TAD_339"
"ARPC4","ARPC4","TAD_2944"
"ARPC4-TTLL3","ARPC4-TTLL3","TAD_2123"
"ARPM1","ARPM1","TAD_3008"
"ARRB2","ARRB2","TAD_467"
"ARRDC2","ARRDC2","TAD_1344"
"ARRDC4","ARRDC4","TAD_3485"
"ARSA","ARSA","TAD_3456"
"ARSB","ARSB","TAD_3039"
"ARSI","ARSI","TAD_2706"
"ARSJ","ARSJ","TAD_2726"
"ARSK","ARSK","TAD_1422"
"ARTN","ARTN","TAD_220"
"ARV1","ARV1","TAD_2320"
"ARX","ARX","TAD_2486"
"AS3MT","AS3MT","TAD_1411"
"ASAH1","ASAH1","TAD_3348"
"ASAP1","ASAP1","TAD_3353"
"ASAP1-IT1","ASAP1-IT1","TAD_2830"
"ASAP3","ASAP3","TAD_2738"
"ASB1","ASB1","TAD_2684"
"ASB14","ASB14","TAD_213"
"ASB15","ASB15","TAD_677"
"ASB8","ASB8","TAD_1463"
"ASCC1","ASCC1","TAD_3003"
"ASCC2","ASCC2","TAD_242"
"ASCL1","ASCL1","TAD_3434"
"ASH2L","ASH2L","TAD_1534"
"ASL","ASL","TAD_1954"
"ASNA1","ASNA1","TAD_381"
"ASNSD1","ASNSD1","TAD_2422"
"ASPHD1","ASPHD1","TAD_2394"
"ASPHD2","ASPHD2","TAD_245"
"ASPM","ASPM","TAD_3621"
"ASPRV1;PCBP1-AS1","ASPRV1;PCBP1-AS1","TAD_2266"
"ASPSCR1","ASPSCR1","TAD_211"
"ASUN","ASUN","TAD_735"
"ASXL1","ASXL1","TAD_2737"
"ASXL2","ASXL2","TAD_3613"
"ATAD2","ATAD2","TAD_1352"
"ATAT1","ATAT1","TAD_2603"
"ATCAY","ATCAY","TAD_508"
"ATF2","ATF2","TAD_2499"
"ATF3","ATF3","TAD_1704"
"ATF7IP;BC067269","ATF7IP;BC067269","TAD_2754"
"ATG13","ATG13","TAD_791"
"ATG14","ATG14","TAD_3466"
"ATG2A","ATG2A","TAD_607"
"ATG2B","ATG2B","TAD_3361"
"ATG4B;AK027332","ATG4B;AK027332","TAD_2844"
"ATG4D;MIR1238","ATG4D;MIR1238","TAD_2057"
"ATG9B","ATG9B","TAD_2640"
"ATHL1","ATHL1","TAD_2024"
"ATL1","ATL1","TAD_1704"
"ATL3","ATL3","TAD_3269"
"ATM","ATM","TAD_3625"
"ATOH7","ATOH7","TAD_52"
"ATOH8","ATOH8","TAD_3467"
"ATP10D","ATP10D","TAD_3178"
"ATP11B","ATP11B","TAD_430"
"ATP13A3","ATP13A3","TAD_3622"
"ATP1A2","ATP1A2","TAD_1681"
"ATP1A4","ATP1A4","TAD_2472"
"ATP1B1","ATP1B1","TAD_609"
"ATP1B3","ATP1B3","TAD_1582"
"ATP2A1","ATP2A1","TAD_22"
"ATP2A3","ATP2A3","TAD_1281"
"ATP2B4;U42379","ATP2B4;U42379","TAD_1263"
"ATP2C1","ATP2C1","TAD_3458"
"ATP2C2","ATP2C2","TAD_258"
"ATP4A","ATP4A","TAD_1937"
"ATP5C1","ATP5C1","TAD_769"
"ATP5E","ATP5E","TAD_3269"
"ATP5EP2","ATP5EP2","TAD_2516"
"ATP5G1","ATP5G1","TAD_1141"
"ATP5G2","ATP5G2","TAD_2326"
"ATP5G3","ATP5G3","TAD_1356"
"ATP5H","ATP5H","TAD_1183"
"ATP5J","ATP5J","TAD_1181"
"ATP5L","ATP5L","TAD_2424"
"ATP6AP1","ATP6AP1","TAD_3484"
"ATP6V0A1","ATP6V0A1","TAD_1358"
"ATP6V0A2","ATP6V0A2","TAD_3474"
"ATP6V0A4","ATP6V0A4","TAD_445"
"ATP6V0B","ATP6V0B","TAD_32"
"ATP6V0D1","ATP6V0D1","TAD_1358"
"ATP6V1A","ATP6V1A","TAD_1655"
"ATP6V1B1","ATP6V1B1","TAD_1017"
"ATP6V1C1","ATP6V1C1","TAD_3243"
"ATP6V1E1","ATP6V1E1","TAD_1451"
"ATP6V1E2","ATP6V1E2","TAD_1689"
"ATP6V1F","ATP6V1F","TAD_1014"
"ATP6V1G2","ATP6V1G2","TAD_88"
"ATP6V1H","ATP6V1H","TAD_3680"
"ATP7A","ATP7A","TAD_617"
"ATP7B","ATP7B","TAD_178"
"ATP8B2","ATP8B2","TAD_3360"
"ATP8B3","ATP8B3","TAD_2751"
"ATPAF2","ATPAF2","TAD_1589"
"ATPBD4","ATPBD4","TAD_1936"
"ATPIF1","ATPIF1","TAD_2194"
"ATR","ATR","TAD_1986"
"ATRIP","ATRIP","TAD_1538"
"ATRN","ATRN","TAD_1682"
"ATRX","ATRX","TAD_570"
"ATXN1L","ATXN1L","TAD_1878"
"ATXN2","ATXN2","TAD_1148"
"ATXN7L2","ATXN7L2","TAD_2166"
"ATXN7L3B","ATXN7L3B","TAD_124"
"AUH","AUH","TAD_1692"
"AUP1","AUP1","TAD_1482"
"AURKB","AURKB","TAD_3485"
"AURKC","AURKC","TAD_2181"
"AVP","AVP","TAD_667"
"AVPR2","AVPR2","TAD_3535"
"AX721193","AX721193","TAD_2213"
"AX721280","AX721280","TAD_348"
"AX746478","AX746478","TAD_2836"
"AX746575","AX746575","TAD_73"
"AX746599","AX746599","TAD_3121"
"AX746605","AX746605","TAD_1202"
"AX746671","AX746671","TAD_85"
"AX746677","AX746677","TAD_1619"
"AX746683","AX746683","TAD_1995"
"AX746699","AX746699","TAD_2568"
"AX746719","AX746719","TAD_2585"
"AX746725","AX746725","TAD_176"
"AX746734","AX746734","TAD_2425"
"AX746755","AX746755","TAD_2239"
"AX746780","AX746780","TAD_1969"
"AX746787","AX746787","TAD_17"
"AX746823","AX746823","TAD_1350"
"AX746839","AX746839","TAD_1423"
"AX746887","AX746887","TAD_667"
"AX746944;MTX3","AX746944;MTX3","TAD_1352"
"AX746968","AX746968","TAD_3132"
"AX747003;SMUG1","AX747003;SMUG1","TAD_1986"
"AX747064","AX747064","TAD_213"
"AX747067","AX747067","TAD_1170"
"AX747081","AX747081","TAD_1297"
"AX747104","AX747104","TAD_1196"
"AX747119","AX747119","TAD_3179"
"AX747191","AX747191","TAD_2354"
"AX747193","AX747193","TAD_2867"
"AX747213","AX747213","TAD_1962"
"AX747227","AX747227","TAD_2718"
"AX747238","AX747238","TAD_430"
"AX747269","AX747269","TAD_910"
"AX747384","AX747384","TAD_2434"
"AX747393","AX747393","TAD_2517"
"AX747401","AX747401","TAD_1444"
"AX747408","AX747408","TAD_2738"
"AX747521","AX747521","TAD_2182"
"AX747530","AX747530","TAD_1421"
"AX747544","AX747544","TAD_1731"
"AX747547","AX747547","TAD_1757"
"AX747554;PLEKHA6","AX747554;PLEKHA6","TAD_1240"
"AX747577","AX747577","TAD_3008"
"AX747594","AX747594","TAD_1750"
"AX747648","AX747648","TAD_304"
"AX747652","AX747652","TAD_2320"
"AX747658","AX747658","TAD_2777"
"AX747676","AX747676","TAD_1170"
"AX747706","AX747706","TAD_2808"
"AX747739","AX747739","TAD_1506"
"AX747742","AX747742","TAD_2545"
"AX747752","AX747752","TAD_1440"
"AX747754","AX747754","TAD_137"
"AX747766","AX747766","TAD_210"
"AX747775","AX747775","TAD_24"
"AX747817;SMTN","AX747817;SMTN","TAD_1352"
"AX747826","AX747826","TAD_228"
"AX747828","AX747828","TAD_1127"
"AX747844","AX747844","TAD_1665"
"AX747864;C3orf32","AX747864;C3orf32","TAD_2414"
"AX747952","AX747952","TAD_3564"
"AX748020","AX748020","TAD_3430"
"AX748058","AX748058","TAD_1962"
"AX748119;PTK7","AX748119;PTK7","TAD_1400"
"AX748120","AX748120","TAD_974"
"AX748201","AX748201","TAD_1112"
"AX748204","AX748204","TAD_3160"
"AX748210","AX748210","TAD_2541"
"AX748233","AX748233","TAD_2602"
"AX748251","AX748251","TAD_1936"
"AX748273","AX748273","TAD_2357"
"AX748287","AX748287","TAD_2994"
"AX748312","AX748312","TAD_487"
"AX748313","AX748313","TAD_1237"
"AX748330","AX748330","TAD_3355"
"AX748371","AX748371","TAD_2328"
"AX748388","AX748388","TAD_1444"
"AX748411","AX748411","TAD_3273"
"AX748417","AX748417","TAD_14"
"AX748420","AX748420","TAD_2971"
"AXIN1","AXIN1","TAD_1995"
"AXL","AXL","TAD_3157"
"AY927475","AY927475","TAD_2804"
"AY927499","AY927499","TAD_1682"
"AY940074","AY940074","TAD_1432"
"AZGP1P1","AZGP1P1","TAD_1103"
"AZI1","AZI1","TAD_1611"
"AZU1","AZU1","TAD_83"
"B3GALT6","B3GALT6","TAD_776"
"B3GAT3","B3GAT3","TAD_3325"
"B3GNT3","B3GNT3","TAD_1205"
"B3GNT4","B3GNT4","TAD_3157"
"B3GNT5","B3GNT5","TAD_2"
"B3GNT6","B3GNT6","TAD_234"
"B3GNT9","B3GNT9","TAD_582"
"B3GNTL1","B3GNTL1","TAD_2483"
"B4GALNT1","B4GALNT1","TAD_1415"
"B4GALT2","B4GALT2","TAD_1499"
"B4GALT6","B4GALT6","TAD_232"
"B7H6","B7H6","TAD_2072"
"B9D1","B9D1","TAD_1484"
"BACE2","BACE2","TAD_1776"
"BAD","BAD","TAD_215"
"BAG2","BAG2","TAD_3008"
"BAG4","BAG4","TAD_1415"
"BAHCC1","BAHCC1","TAD_2480"
"BAHD1","BAHD1","TAD_2696"
"BAI2","BAI2","TAD_3533"
"BAIAP2","BAIAP2","TAD_3329"
"BAIAP2L2","BAIAP2L2","TAD_3485"
"BAIAP3","BAIAP3","TAD_2990"
"BAK1","BAK1","TAD_1"
"BANK1","BANK1","TAD_2268"
"BATF2","BATF2","TAD_1057"
"BATF3","BATF3","TAD_3621"
"BAX","BAX","TAD_3222"
"BAZ1A","BAZ1A","TAD_949"
"BAZ2B","BAZ2B","TAD_1352"
"BBIP1","BBIP1","TAD_2340"
"BBS1","BBS1","TAD_1685"
"BBS12","BBS12","TAD_1122"
"BBS2","BBS2","TAD_3355"
"BBS5","BBS5","TAD_2392"
"BBX","BBX","TAD_794"
"BC005081","BC005081","TAD_517"
"BC005905","BC005905","TAD_1418"
"BC007100","BC007100","TAD_2851"
"BC007817","BC007817","TAD_445"
"BC009467","BC009467","TAD_2127"
"BC009735","BC009735","TAD_657"
"BC009838","BC009838","TAD_240"
"BC010030","BC010030","TAD_972"
"BC010168","BC010168","TAD_3381"
"BC010924","BC010924","TAD_1595"
"BC011243","BC011243","TAD_1500"
"BC011648","BC011648","TAD_1485"
"BC012193","BC012193","TAD_3122"
"BC013229;BC040935","BC013229;BC040935","TAD_351"
"BC013821","BC013821","TAD_2388"
"BC014180","BC014180","TAD_2593"
"BC015383","BC015383","TAD_1680"
"BC015433","BC015433","TAD_350"
"BC016035;AK056135;AK022914","BC016035;AK056135;AK022914","TAD_624"
"BC016361","BC016361","TAD_2993"
"BC016656","BC016656","TAD_1169"
"BC016878","BC016878","TAD_240"
"BC016972","BC016972","TAD_2166"
"BC017214","BC017214","TAD_3360"
"BC017398","BC017398","TAD_245"
"BC017578","BC017578","TAD_141"
"BC017818","BC017818","TAD_625"
"BC018887;RAVER1","BC018887;RAVER1","TAD_2536"
"BC022047","BC022047","TAD_2926"
"BC022056","BC022056","TAD_1771"
"BC022468","BC022468","TAD_245"
"BC022892","BC022892","TAD_1859"
"BC023568","BC023568","TAD_2443"
"BC023651","BC023651","TAD_1328"
"BC024732","BC024732","TAD_3248"
"BC026354","BC026354","TAD_1167"
"BC027448","BC027448","TAD_2551"
"BC028842","BC028842","TAD_567"
"BC029255","BC029255","TAD_2045"
"BC029465","BC029465","TAD_2855"
"BC030152","BC030152","TAD_2825"
"BC030525","BC030525","TAD_3338"
"BC031638","BC031638","TAD_861"
"BC031876","BC031876","TAD_1668"
"BC031979","BC031979","TAD_2943"
"BC032020","BC032020","TAD_2303"
"BC032117","BC032117","TAD_3483"
"BC032795","BC032795","TAD_2817"
"BC032911","BC032911","TAD_2454"
"BC033528","BC033528","TAD_600"
"BC033560","BC033560","TAD_1213"
"BC033949","BC033949","TAD_769"
"BC033961","BC033961","TAD_752"
"BC033983","BC033983","TAD_2831"
"BC034456","BC034456","TAD_2195"
"BC034929","BC034929","TAD_3204"
"BC035052","BC035052","TAD_111"
"BC035084","BC035084","TAD_2826"
"BC035096","BC035096","TAD_271"
"BC035106","BC035106","TAD_1703"
"BC035179","BC035179","TAD_887"
"BC035247","BC035247","TAD_254"
"BC035465","BC035465","TAD_480"
"BC035647","BC035647","TAD_14"
"BC036195","BC036195","TAD_3165"
"BC036361","BC036361","TAD_1655"
"BC036382","BC036382","TAD_1703"
"BC036404","BC036404","TAD_3111"
"BC036441","BC036441","TAD_1734"
"BC036500","BC036500","TAD_231"
"BC036850","BC036850","TAD_653"
"BC037494","BC037494","TAD_530"
"BC037540","BC037540","TAD_2277"
"BC037833","BC037833","TAD_718"
"BC037861","BC037861","TAD_2059"
"BC038201","BC038201","TAD_1649"
"BC038210","BC038210","TAD_1420"
"BC038211","BC038211","TAD_2260"
"BC038245","BC038245","TAD_1008"
"BC038368","BC038368","TAD_681"
"BC038382;DCHS1","BC038382;DCHS1","TAD_1776"
"BC038442","BC038442","TAD_2354"
"BC038455","BC038455","TAD_1506"
"BC038464","BC038464","TAD_1157"
"BC038541","BC038541","TAD_2569"
"BC039122","BC039122","TAD_913"
"BC039168","BC039168","TAD_1263"
"BC039356","BC039356","TAD_474"
"BC039399","BC039399","TAD_3279"
"BC039424","BC039424","TAD_2261"
"BC039485","BC039485","TAD_1183"
"BC039500","BC039500","TAD_1460"
"BC039516","BC039516","TAD_1291"
"BC039537","BC039537","TAD_1449"
"BC039551","BC039551","TAD_1345"
"BC039553","BC039553","TAD_681"
"BC039681","BC039681","TAD_3023"
"BC039686","BC039686","TAD_868"
"BC040208","BC040208","TAD_1699"
"BC040333","BC040333","TAD_2726"
"BC040572","BC040572","TAD_769"
"BC040577","BC040577","TAD_3364"
"BC040637","BC040637","TAD_2910"
"BC040684","BC040684","TAD_1183"
"BC040700","BC040700","TAD_1429"
"BC040735","BC040735","TAD_781"
"BC040833","BC040833","TAD_1822"
"BC040901","BC040901","TAD_238"
"BC041007","BC041007","TAD_2040"
"BC041030","BC041030","TAD_2212"
"BC041347","BC041347","TAD_2142"
"BC041363","BC041363","TAD_1049"
"BC041459","BC041459","TAD_1494"
"BC041855","BC041855","TAD_2536"
"BC042024","BC042024","TAD_429"
"BC042052","BC042052","TAD_3416"
"BC042140","BC042140","TAD_1766"
"BC042372","BC042372","TAD_373"
"BC042374","BC042374","TAD_723"
"BC042448","BC042448","TAD_1112"
"BC042955;AK056351","BC042955;AK056351","TAD_603"
"BC042990","BC042990","TAD_133"
"BC043205","BC043205","TAD_1923"
"BC043227","BC043227","TAD_492"
"BC043257","BC043257","TAD_692"
"BC043356","BC043356","TAD_2087"
"BC043601","BC043601","TAD_1757"
"BC043649","BC043649","TAD_1027"
"BC044596","BC044596","TAD_2238"
"BC044606","BC044606","TAD_149"
"BC044934","BC044934","TAD_2658"
"BC045163","BC045163","TAD_3564"
"BC045559","BC045559","TAD_1158"
"BC045560","BC045560","TAD_1593"
"BC045656","BC045656","TAD_606"
"BC045725","BC045725","TAD_1482"
"BC045767","BC045767","TAD_2579"
"BC045769","BC045769","TAD_1574"
"BC045779","BC045779","TAD_1421"
"BC045790;PIK3CB","BC045790;PIK3CB","TAD_1509"
"BC045791","BC045791","TAD_2454"
"BC046476","BC046476","TAD_1745"
"BC047307","BC047307","TAD_750"
"BC047364","BC047364","TAD_1632"
"BC047484","BC047484","TAD_523"
"BC047513","BC047513","TAD_1757"
"BC047540","BC047540","TAD_793"
"BC047651","BC047651","TAD_3310"
"BC047723","BC047723","TAD_124"
"BC048113","BC048113","TAD_2586"
"BC048132","BC048132","TAD_3160"
"BC048141","BC048141","TAD_3359"
"BC049825","BC049825","TAD_1167"
"BC050301","BC050301","TAD_2826"
"BC051736","BC051736","TAD_2094"
"BC053669","BC053669","TAD_2989"
"BC053935","BC053935","TAD_1165"
"BC053951","BC053951","TAD_2737"
"BC062758","BC062758","TAD_2432"
"BC062763","BC062763","TAD_318"
"BC063441","BC063441","TAD_1291"
"BC063600","BC063600","TAD_749"
"BC063675","BC063675","TAD_1968"
"BC064137","BC064137","TAD_61"
"BC064974","BC064974","TAD_1688"
"BC067244","BC067244","TAD_2825"
"BC067268","BC067268","TAD_2636"
"BC068095","BC068095","TAD_1344"
"BC069047","BC069047","TAD_2724"
"BC069212","BC069212","TAD_136"
"BC069257;SPOCD1","BC069257;SPOCD1","TAD_2738"
"BC069782","BC069782","TAD_229"
"BC071770","BC071770","TAD_1677"
"BC073817","BC073817","TAD_3225"
"BC073897","BC073897","TAD_1688"
"BC073899","BC073899","TAD_1423"
"BC073928","BC073928","TAD_818"
"BC080535","BC080535","TAD_1578"
"BC080555","BC080555","TAD_72"
"BC084558","BC084558","TAD_2040"
"BC092452","BC092452","TAD_2696"
"BC094703;AK091102","BC094703;AK091102","TAD_2433"
"BC094873","BC094873","TAD_3161"
"BC094874","BC094874","TAD_582"
"BC095475","BC095475","TAD_974"
"BC112312","BC112312","TAD_849"
"BC114455","BC114455","TAD_3119"
"BC125159","BC125159","TAD_2316"
"BC127858","BC127858","TAD_717"
"BC131755","BC131755","TAD_3243"
"BC131773","BC131773","TAD_3270"
"BC132896","BC132896","TAD_1295"
"BC132948","BC132948","TAD_3464"
"BC136808","BC136808","TAD_3458"
"BC140723","BC140723","TAD_75"
"BC144457","BC144457","TAD_1692"
"BC146941","BC146941","TAD_2829"
"BC150535","BC150535","TAD_276"
"BC171896","BC171896","TAD_1008"
"BCAM","BCAM","TAD_242"
"BCAP29","BCAP29","TAD_773"
"BCAR3","BCAR3","TAD_606"
"BCAR4","BCAR4","TAD_3522"
"BCAS1","BCAS1","TAD_1060"
"BCAS2","BCAS2","TAD_2166"
"BCAT2","BCAT2","TAD_2831"
"BCCIP","BCCIP","TAD_2978"
"BCDIN3D","BCDIN3D","TAD_3012"
"BCKDHB","BCKDHB","TAD_3434"
"BCKDK","BCKDK","TAD_685"
"BCL11A","BCL11A","TAD_819"
"BCL11B","BCL11B","TAD_2260"
"BCL2","BCL2","TAD_2555"
"BCL2A1","BCL2A1","TAD_3119"
"BCL2L13","BCL2L13","TAD_2303"
"BCL2L15","BCL2L15","TAD_597"
"BCL2L2","BCL2L2","TAD_1439"
"BCL2L2-PABPN1;PABPN1","BCL2L2-PABPN1;PABPN1","TAD_551"
"BCL3","BCL3","TAD_2684"
"BCL7A","BCL7A","TAD_59"
"BCL7C","BCL7C","TAD_2130"
"BCL9","BCL9","TAD_2142"
"BCL9L","BCL9L","TAD_207"
"BCMO1","BCMO1","TAD_1688"
"BCMS","BCMS","TAD_72"
"BCO2","BCO2","TAD_353"
"BCOR","BCOR","TAD_294"
"BCORL1","BCORL1","TAD_83"
"BCR;AX748067","BCR;AX748067","TAD_3622"
"BCS1L","BCS1L","TAD_1993"
"BD495725","BD495725","TAD_217"
"BDH2","BDH2","TAD_1206"
"BDKRB1","BDKRB1","TAD_1020"
"BDKRB2","BDKRB2","TAD_1911"
"BEAN1","BEAN1","TAD_76"
"BECN1","BECN1","TAD_2196"
"BEGAIN","BEGAIN","TAD_1203"
"BEND7","BEND7","TAD_2738"
"BEST1","BEST1","TAD_444"
"BEST3","BEST3","TAD_2999"
"BET1","BET1","TAD_1578"
"BEX2","BEX2","TAD_1588"
"BHLHB9","BHLHB9","TAD_2184"
"BICC1","BICC1","TAD_2969"
"BICD2","BICD2","TAD_3485"
"BID","BID","TAD_3474"
"BIN2","BIN2","TAD_2658"
"BIRC2","BIRC2","TAD_3328"
"BIRC3","BIRC3","TAD_2267"
"BIRC5","BIRC5","TAD_3301"
"BIRC6","BIRC6","TAD_2738"
"BIRC7","BIRC7","TAD_52"
"BLCAP","BLCAP","TAD_3329"
"BLID","BLID","TAD_3644"
"BLM","BLM","TAD_273"
"BLMH","BLMH","TAD_830"
"BLOC1S3","BLOC1S3","TAD_586"
"BLVRA","BLVRA","TAD_3329"
"BLVRB","BLVRB","TAD_1017"
"BMF","BMF","TAD_2138"
"BMP1","BMP1","TAD_860"
"BMP4","BMP4","TAD_677"
"BMP6","BMP6","TAD_44"
"BMP8A","BMP8A","TAD_2857"
"BMPER","BMPER","TAD_367"
"BMPR1A","BMPR1A","TAD_2268"
"BMX","BMX","TAD_1205"
"BNIP1","BNIP1","TAD_2268"
"BNIPL","BNIPL","TAD_1632"
"BOC","BOC","TAD_2569"
"BOK","BOK","TAD_1057"
"BOK-AS1","BOK-AS1","TAD_530"
"BOLA3","BOLA3","TAD_540"
"BPHL","BPHL","TAD_603"
"BPIFA2","BPIFA2","TAD_2734"
"BPIFA3","BPIFA3","TAD_2138"
"BPIFB1","BPIFB1","TAD_2178"
"BPIFB4","BPIFB4","TAD_1605"
"BPNT1","BPNT1","TAD_530"
"BRAP","BRAP","TAD_178"
"BRAT1","BRAT1","TAD_882"
"BRCA2","BRCA2","TAD_714"
"BRCC3","BRCC3","TAD_3353"
"BRD2","BRD2","TAD_2851"
"BRD4","BRD4","TAD_3132"
"BRD7","BRD7","TAD_2643"
"BRD7P3","BRD7P3","TAD_2391"
"BRD8","BRD8","TAD_1107"
"BRE","BRE","TAD_3505"
"BREA2","BREA2","TAD_76"
"BRF1","BRF1","TAD_1184"
"BRF2","BRF2","TAD_769"
"BRIP1","BRIP1","TAD_1789"
"BRK1","BRK1","TAD_2836"
"BROX","BROX","TAD_231"
"BRP44","BRP44","TAD_2122"
"BRP44L","BRP44L","TAD_3530"
"BRPF3","BRPF3","TAD_3676"
"BRSK1","BRSK1","TAD_2136"
"BRSK2","BRSK2","TAD_2756"
"BST1","BST1","TAD_2942"
"BST2","BST2","TAD_1624"
"BTAF1","BTAF1","TAD_1298"
"BTBD16","BTBD16","TAD_2"
"BTBD2","BTBD2","TAD_2836"
"BTBD6","BTBD6","TAD_2566"
"BTBD7","BTBD7","TAD_1237"
"BTBD8","BTBD8","TAD_2603"
"BTG2","BTG2","TAD_777"
"BTG3","BTG3","TAD_676"
"BTG4","BTG4","TAD_1213"
"BTN2A1","BTN2A1","TAD_2142"
"BTN2A2","BTN2A2","TAD_531"
"BTN2A3P","BTN2A3P","TAD_832"
"BTN3A1","BTN3A1","TAD_2276"
"BTN3A2","BTN3A2","TAD_1624"
"BTN3A3","BTN3A3","TAD_1124"
"BTNL8","BTNL8","TAD_2045"
"BTNL9","BTNL9","TAD_2525"
"BTRC","BTRC","TAD_2376"
"BUB1B","BUB1B","TAD_3533"
"BVES","BVES","TAD_350"
"BX537710","BX537710","TAD_974"
"BX538254","BX538254","TAD_2057"
"BX640700","BX640700","TAD_1411"
"BX641143","BX641143","TAD_2272"
"BX648763;BZRAP1","BX648763;BZRAP1","TAD_3022"
"BX648855","BX648855","TAD_700"
"BX648926","BX648926","TAD_530"
"BYSL","BYSL","TAD_1200"
"BZW1","BZW1","TAD_64"
"BZW2","BZW2","TAD_3301"
"C10orf107","C10orf107","TAD_2354"
"C10orf108","C10orf108","TAD_941"
"C10orf114","C10orf114","TAD_2369"
"C10orf118;MIR2110","C10orf118;MIR2110","TAD_3485"
"C10orf12","C10orf12","TAD_2683"
"C10orf125","C10orf125","TAD_1156"
"C10orf131","C10orf131","TAD_3080"
"C10orf140","C10orf140","TAD_1487"
"C10orf26","C10orf26","TAD_837"
"C10orf32","C10orf32","TAD_1499"
"C10orf35","C10orf35","TAD_3538"
"C10orf40","C10orf40","TAD_3360"
"C10orf46","C10orf46","TAD_990"
"C10orf54","C10orf54","TAD_3248"
"C10orf62","C10orf62","TAD_655"
"C10orf68","C10orf68","TAD_1923"
"C10orf81;AK027190","C10orf81;AK027190","TAD_3147"
"C10orf82","C10orf82","TAD_3016"
"C10orf91","C10orf91","TAD_1624"
"C10orf93","C10orf93","TAD_727"
"C10orf95","C10orf95","TAD_3301"
"C11orf24","C11orf24","TAD_356"
"C11orf45","C11orf45","TAD_850"
"C11orf46","C11orf46","TAD_1168"
"C11orf51","C11orf51","TAD_2045"
"C11orf52","C11orf52","TAD_2415"
"C11orf57","C11orf57","TAD_3307"
"C11orf63","C11orf63","TAD_3533"
"C11orf65","C11orf65","TAD_1998"
"C11orf67","C11orf67","TAD_218"
"C11orf68","C11orf68","TAD_593"
"C11orf70","C11orf70","TAD_1609"
"C11orf71","C11orf71","TAD_1288"
"C11orf75","C11orf75","TAD_122"
"C11orf82","C11orf82","TAD_2607"
"C11orf83","C11orf83","TAD_64"
"C11orf84;AK092098","C11orf84;AK092098","TAD_3195"
"C11orf85","C11orf85","TAD_513"
"C11orf86","C11orf86","TAD_2212"
"C11orf94","C11orf94","TAD_2174"
"C11orf96","C11orf96","TAD_3292"
"C12orf24","C12orf24","TAD_1688"
"C12orf28","C12orf28","TAD_3232"
"C12orf32","C12orf32","TAD_275"
"C12orf34","C12orf34","TAD_125"
"C12orf39","C12orf39","TAD_889"
"C12orf4","C12orf4","TAD_1200"
"C12orf43","C12orf43","TAD_1962"
"C12orf45","C12orf45","TAD_3243"
"C12orf47","C12orf47","TAD_1780"
"C12orf51","C12orf51","TAD_1993"
"C12orf52","C12orf52","TAD_3442"
"C12orf53","C12orf53","TAD_3527"
"C12orf55","C12orf55","TAD_1688"
"C12orf61","C12orf61","TAD_1499"
"C12orf62","C12orf62","TAD_2093"
"C12orf68","C12orf68","TAD_2763"
"C12orf73","C12orf73","TAD_449"
"C13orf27","C13orf27","TAD_769"
"C14orf101","C14orf101","TAD_251"
"C14orf129","C14orf129","TAD_2192"
"C14orf132","C14orf132","TAD_1168"
"C14orf133","C14orf133","TAD_1568"
"C14orf166","C14orf166","TAD_1415"
"C14orf169","C14orf169","TAD_1701"
"C14orf176","C14orf176","TAD_1140"
"C14orf178","C14orf178","TAD_2638"
"C14orf182","C14orf182","TAD_8"
"C14orf183","C14orf183","TAD_1217"
"C14orf2","C14orf2","TAD_992"
"C14orf21","C14orf21","TAD_1297"
"C14orf43","C14orf43","TAD_1662"
"C14orf45","C14orf45","TAD_3329"
"C14orf49","C14orf49","TAD_1530"
"C14orf55","C14orf55","TAD_1484"
"C14orf64","C14orf64","TAD_2123"
"C14orf79","C14orf79","TAD_3141"
"C14orf80","C14orf80","TAD_1599"
"C15orf17","C15orf17","TAD_2257"
"C15orf23","C15orf23","TAD_2551"
"C15orf24","C15orf24","TAD_1992"
"C15orf26","C15orf26","TAD_149"
"C15orf29","C15orf29","TAD_1691"
"C15orf33","C15orf33","TAD_1731"
"C15orf37","C15orf37","TAD_1105"
"C15orf38","C15orf38","TAD_1919"
"C15orf38-AP3S2","C15orf38-AP3S2","TAD_2265"
"C15orf40","C15orf40","TAD_3146"
"C15orf41","C15orf41","TAD_2252"
"C15orf44","C15orf44","TAD_3285"
"C15orf48;MIR147B","C15orf48;MIR147B","TAD_3179"
"C15orf5","C15orf5","TAD_2272"
"C15orf52","C15orf52","TAD_3625"
"C15orf57;MRPL42P5","C15orf57;MRPL42P5","TAD_229"
"C15orf58","C15orf58","TAD_2433"
"C15orf59","C15orf59","TAD_709"
"C15orf60","C15orf60","TAD_280"
"C15orf61","C15orf61","TAD_1701"
"C15orf62","C15orf62","TAD_893"
"C16orf42","C16orf42","TAD_3343"
"C16orf46","C16orf46","TAD_1151"
"C16orf48","C16orf48","TAD_1288"
"C16orf53","C16orf53","TAD_766"
"C16orf57","C16orf57","TAD_1787"
"C16orf59","C16orf59","TAD_2456"
"C16orf70","C16orf70","TAD_1209"
"C16orf71","C16orf71","TAD_725"
"C16orf73","C16orf73","TAD_1692"
"C16orf80","C16orf80","TAD_3024"
